Protein	20161003_004_10188	20161003_006_686	20161003_007_534	20161003_009_10201	20161003_010_10132	20161003_012_10130	20161003_013_217	20161003_015_442	20161003_016_10206	20161003_019_10217	20161003_020_407	20161003_022_10204	20161003_023_397	20161003_025_523	20161003_026_10198	20161003_028_562	20170428_02_heartbiopsy_1	20170428_03_heartbiopsy_2	20170428_05_heartbiopsy_4	20170428_06_heartbiopsy_5	20170428_11_heartbiopsy_3
sp|Q9HBH5|RDH14_HUMAN	9.663028	8.2761755	8.597286	8.374705	6.8126793	6.2254634	8.462035	8.043643	9.225164	5.8315344	8.36189	7.411289	7.001261	8.916201	8.368675	8.039989	11.294556	10.1342745	9.200773	10.63801	NaN
sp|Q9HBK9|AS3MT_HUMAN	6.2952075	6.8241096	7.43326	5.2126822	7.932674	3.4005997	8.173088	6.88102	NaN	7.9061933	8.332294	7.489588	8.484488	7.656906	3.3841336	4.6012306	NaN	NaN	NaN	NaN	NaN
sp|Q9HBL0|TENS1_HUMAN	12.839486	13.414837	13.070406	13.131159	13.536529	13.87749	13.034712	12.896571	13.586239	12.966452	12.9132395	13.409895	13.092293	12.661026	12.508956	13.164797	8.451736	4.8987226	6.3462996	-0.16732812	8.528091
sp|Q9HBL7|PLRKT_HUMAN	11.675874	11.48259	11.131932	11.75754	8.683326	9.281644	11.712957	10.936658	11.454738	10.410521	8.544723	9.735564	11.26204	11.294227	9.231448	10.356644	8.754862	NaN	9.266648	NaN	9.476612
sp|Q9HC38|GLOD4_HUMAN	11.456131	11.555712	11.661589	11.594221	12.323435	11.5984745	11.502201	11.849289	11.004282	11.577383	11.962431	12.294976	11.718966	11.447715	11.973766	11.770851	11.375219	9.82752	9.325878	8.149226	13.131966
sp|Q9HCC0|MCCB_HUMAN	13.098642	13.449653	13.285833	13.654554	12.779694	13.825993	13.756993	13.077623	13.478038	13.904156	13.460297	13.356398	13.036278	14.006774	13.315431	13.816152	12.571387	11.598807	12.114305	12.825655	16.023973
sp|Q9HCP6|HHATL_HUMAN	10.842229	10.385159	11.579693	10.415013	7.7950106	2.3436234	11.980462	9.601857	9.522214	8.919676	9.933562	7.7107897	10.004074	11.384076	8.29993	5.3253417	2.7174525	NaN	NaN	1.4851196	NaN
sp|Q9HD34|LYRM4_HUMAN	10.44395	10.95267	10.281353	11.042403	11.806345	12.400971	11.152778	11.19866	11.144525	10.972246	10.830496	11.458741	10.836577	11.062706	11.407189	11.778001	NaN	NaN	NaN	NaN	3.4340587
sp|Q9NNW7|TRXR2_HUMAN	10.36539	11.469297	9.769006	11.522693	10.8727455	11.090472	9.135191	10.923251	10.690619	10.919109	9.59931	11.534688	9.166057	10.431618	11.352407	11.881247	NaN	NaN	NaN	NaN	12.0810585
sp|Q9NP72|RAB18_HUMAN	12.109421	12.08557	11.500993	11.513523	9.649386	8.556837	11.846117	10.484309	10.74276	10.839134	10.785411	10.55649	10.726554	11.681082	10.4623785	9.622434	NaN	NaN	NaN	3.564107	NaN
sp|Q9NP74|PALMD_HUMAN	9.439172	9.219978	10.11954	8.418913	10.646381	11.173179	10.615891	10.490692	10.61885	10.305178	9.767551	10.4305725	10.409187	10.189648	11.163961	9.770485	NaN	10.807792	9.9926605	9.62183	2.0025773
sp|Q9NP81|SYSM_HUMAN	11.250589	11.621172	11.336673	11.890188	11.55479	11.8727455	11.643553	10.904656	11.9282055	11.729513	11.443975	11.738069	11.617349	11.732898	11.480439	11.462149	16.643032	16.234509	16.544231	17.165958	15.311158
sp|Q9NP97|DLRB1_HUMAN	11.746343	10.586373	12.069766	10.729875	13.087602	12.086704	12.070591	12.417843	11.56809	12.345446	12.083178	12.32298	12.36375	11.776879	12.15956	11.00685	10.988955	13.314641	13.676928	11.89015	10.7999935
sp|Q9NPC6|MYOZ2_HUMAN	17.153227	17.208525	17.32181	17.55209	17.95331	18.80726	17.419453	17.472439	18.075386	17.705408	16.947464	18.12412	17.606758	17.400427	18.321957	18.230753	18.044506	18.864384	18.803564	18.296236	17.926796
sp|Q9NPJ3|ACO13_HUMAN	14.51472	14.520179	14.044644	14.704743	15.0240555	15.716512	15.276702	15.362975	15.079515	14.974411	14.333034	15.373715	15.150489	14.670537	15.85878	14.983973	15.864399	15.888298	16.42194	16.460007	16.239758
sp|Q9NQC3|RTN4_HUMAN	13.501371	13.498611	12.91259	13.572916	12.578142	11.381344	12.588575	12.573167	12.036005	12.02022	12.370142	11.559134	11.766169	12.60823	11.630179	11.45904	NaN	9.462075	11.94895	11.058054	10.715851
sp|Q9NQR4|NIT2_HUMAN	NaN	NaN	NaN	NaN	2.890604	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.403805	NaN	9.865717	9.090801	6.942109	NaN	15.823122
sp|Q9NQW7|XPP1_HUMAN	10.579581	10.032011	9.965989	11.051882	10.708096	9.751527	10.0011835	10.080587	9.791506	10.389109	10.77084	10.763247	9.84237	10.313988	10.183014	10.256052	7.6570883	6.847234	4.7449284	6.951208	7.8130674
sp|Q9NQX4|MYO5C_HUMAN	15.09044	15.452752	14.366691	16.25865	14.983662	16.414473	14.187601	15.048323	16.002916	14.9181	13.698451	15.149897	14.040927	14.176646	15.338871	15.6001005	7.6850758	4.906863	8.347352	7.5285625	NaN
sp|Q9NR28|DBLOH_HUMAN	10.817126	11.028957	10.125762	10.647675	11.297197	11.759356	11.33005	10.826512	10.866408	11.250774	10.658613	11.192239	10.834526	10.7449255	11.656597	11.718414	0.9741392	3.5248246	3.1360784	7.387212	8.065169
sp|Q9NR45|SIAS_HUMAN	9.524005	10.235832	9.854845	10.221077	10.693194	9.035674	9.230548	10.171482	10.2905445	10.365564	10.317551	10.457957	10.273018	9.994321	9.932928	10.907366	8.235771	12.575086	9.44561	9.150489	12.493483
sp|Q9NRG7|D39U1_HUMAN	10.354718	9.070792	10.30015	6.8736877	7.728566	8.298771	10.663334	10.55403	10.402906	9.97154	10.29949	9.554726	10.21321	10.8301935	10.472031	7.799399	8.127976	NaN	NaN	NaN	5.990635
sp|Q9NRV9|HEBP1_HUMAN	11.282985	11.148236	11.436784	11.76591	10.690522	12.082245	11.140586	11.444135	11.290529	11.862331	10.759186	11.410203	11.523572	10.734055	11.548731	12.179629	7.848607	11.39018	9.932405	10.291907	12.046765
sp|Q9NRX4|PHP14_HUMAN	16.54997	16.917286	16.47168	16.866503	16.757996	18.044199	17.073593	17.024101	17.06683	17.137196	16.454792	17.513294	17.057045	16.751373	17.594353	17.995846	12.898566	13.496615	13.628292	13.810313	13.345788
sp|Q9NS69|TOM22_HUMAN	11.7766	11.305775	11.504584	10.652103	11.222179	11.864958	12.41919	11.723913	11.465431	11.981211	11.451973	11.499954	12.069439	11.899789	10.676115	11.32961	12.963247	13.418212	11.92011	10.589712	8.819326
sp|Q9NSD9|SYFB_HUMAN	8.018014	7.6707897	9.212823	4.8195095	7.997663	3.7809267	9.091623	7.829586	5.7243314	8.835608	9.307316	8.822155	9.022595	8.916519	6.764436	NaN	NaN	NaN	9.342336	NaN	9.403173
sp|Q9NSE4|SYIM_HUMAN	12.366816	11.995392	12.17388	11.485433	12.015491	11.908327	13.133335	12.278315	11.656474	12.536858	12.46333	12.331059	12.392278	12.889816	11.874149	11.357503	9.358565	10.084349	12.959404	12.684259	10.836465
sp|Q9NT22|EMIL3_HUMAN	10.742078	10.624899	10.236024	10.23271	9.480711	10.011628	8.378849	9.46906	10.046737	9.545399	10.196597	9.220914	10.367501	10.434153	8.886165	8.769533	10.561199	6.737527	NaN	NaN	NaN
sp|Q9NTG7|SIR3_HUMAN	10.127656	10.301589	10.721264	8.769088	9.801702	11.242315	11.493104	11.761143	10.636378	11.122202	11.879161	10.663064	11.607155	12.059317	11.211194	11.066904	4.3153796	NaN	2.6931229	3.4501324	NaN
sp|Q9NTK5|OLA1_HUMAN	11.057914	11.074217	11.221616	11.18785	11.622423	10.686942	11.452378	11.510503	11.011541	11.413462	11.424159	11.813806	11.944429	11.410153	11.471573	11.769912	NaN	NaN	7.2058015	NaN	NaN
sp|Q9NU22|MDN1_HUMAN	13.978191	13.918561	16.23146	16.047493	16.30217	15.118766	15.914096	16.123394	15.500816	15.03278	16.3192	16.567936	17.106518	16.395878	16.20728	13.549866	9.72059	6.1171064	NaN	8.590286	8.631552
sp|Q9NUB1|ACS2L_HUMAN	12.673416	13.071054	13.227624	12.713111	11.750614	12.382608	13.95933	12.264982	13.253408	12.597921	12.357648	12.303959	12.286536	13.103855	12.508733	12.76089	12.759384	12.409356	13.70801	11.08766	12.168444
sp|Q9NUJ1|ABHDA_HUMAN	13.666806	13.305762	13.823716	13.185424	13.845662	14.03615	14.028397	13.958281	13.709407	14.340178	13.721948	13.903286	13.833038	13.88043	13.8622055	13.817494	11.860471	13.078691	12.776725	13.505901	NaN
sp|Q9NUL3|STAU2_HUMAN	15.199684	14.888433	14.82242	14.7399025	14.355561	14.500046	14.686708	14.590277	15.051511	15.27323	14.820526	15.150413	14.9629	15.353399	14.694853	15.226653	12.977524	12.992373	13.257122	12.508238	NaN
sp|Q9NVA2|SEP11_HUMAN	11.385051	11.576766	10.951629	11.636107	12.411483	11.888814	11.250473	11.405952	11.345766	11.349474	11.707843	11.958067	10.953535	11.045325	11.720872	12.070288	11.46162	12.145596	12.8233795	12.560863	12.811527
sp|Q9NVD7|PARVA_HUMAN	11.295388	10.770037	11.218321	10.829137	6.9610925	6.265843	10.146343	8.794273	9.855091	10.189133	9.865321	7.3594217	10.072297	10.057886	8.611173	11.042588	12.280705	10.943632	11.652431	11.44832	12.704895
sp|Q9NVH1|DJC11_HUMAN	12.165778	11.895641	11.675236	11.752672	9.240934	7.5775237	11.887823	11.668266	11.346662	11.380348	11.783775	10.136148	11.413851	11.889467	9.886055	9.3301115	NaN	8.575129	7.759617	NaN	13.2355795
sp|Q9NVH6|TMLH_HUMAN	10.927553	11.2398205	10.271485	11.415237	9.436206	9.618328	12.214554	9.748126	10.106043	11.326233	10.907363	10.458409	10.658707	11.748389	10.384229	11.4195595	NaN	8.601699	8.072755	11.535938	12.470743
sp|Q9NVI7|ATD3A_HUMAN	10.956085	11.681265	11.058554	11.655385	10.702118	10.818707	11.915114	10.75869	11.267705	10.859106	10.9218235	10.635478	10.67908	11.046998	10.983515	11.852858	10.317978	7.5785074	7.6114635	11.179932	9.390253
sp|Q9NVJ2|ARL8B_HUMAN	9.625335	8.506045	9.646003	7.1396613	5.9448204	1.6595607	9.085113	8.768744	6.6006584	8.482576	9.590434	8.409822	7.5251417	9.536607	NaN	5.095075	NaN	NaN	NaN	NaN	11.792942
sp|Q9NVT9|ARMC1_HUMAN	10.452626	10.685245	10.475312	10.883479	10.163604	10.109947	10.967906	10.972184	10.812061	10.620594	10.743844	9.967246	10.523485	10.795797	10.106726	10.713558	NaN	NaN	NaN	NaN	NaN
sp|Q9NWU1|OXSM_HUMAN	10.776469	9.787005	10.649299	7.82167	10.400825	11.592095	12.257468	12.240677	10.139306	10.995073	10.724328	11.080772	11.014768	11.205564	11.522557	9.846201	NaN	NaN	NaN	NaN	12.526696
sp|Q9NX14|NDUBB_HUMAN	13.685552	14.263963	13.451734	14.265144	11.44699	11.090305	11.61199	13.76366	13.469616	13.35314	13.312101	12.016635	13.530784	14.362396	12.881567	13.039249	15.37207	13.966979	13.581309	14.232677	2.4230423
sp|Q9NX40|OCAD1_HUMAN	11.660394	11.450271	11.113338	12.459522	11.774622	12.567234	12.234961	12.199781	12.000547	11.993185	11.462941	11.455326	11.899355	11.777722	11.907183	11.804028	9.530654	10.940036	10.3396	9.523849	11.8802185
sp|Q9NX63|MIC19_HUMAN	14.320285	14.779597	14.15716	14.7872305	14.115768	15.26989	15.010529	14.239368	14.213686	14.296225	13.818031	14.596452	13.797077	14.297741	14.780501	15.052622	15.1087	15.499853	15.333933	14.839179	14.463156
sp|Q9NXA8|SIR5_HUMAN	12.32848	12.597195	12.970503	12.7634	12.989195	13.12002	13.232225	12.878575	12.809834	12.953558	12.555891	13.034637	13.240406	12.958615	13.326915	12.805432	11.270596	11.069363	11.741391	11.701483	NaN
sp|Q9NXG0|CNTLN_HUMAN	9.798585	9.873035	10.320787	9.774217	11.158076	11.765642	10.786183	10.682065	10.948841	10.256863	10.05161	10.838168	10.431945	10.231436	10.12596	9.714506	10.223373	8.74613	11.328149	10.640699	NaN
sp|Q9NY65|TBA8_HUMAN	12.302818	13.492996	12.893378	12.8801	11.855597	12.037511	13.966076	12.662461	13.712815	12.958416	12.251378	12.611171	12.956085	12.8906145	12.497496	12.565584	10.476098	11.409345	11.913655	12.186179	9.919472
sp|Q9NZ45|CISD1_HUMAN	15.0978565	14.7441435	15.498985	14.264387	14.16612	13.827054	16.459158	15.754724	13.436193	14.850281	15.586583	14.189382	15.444528	16.280308	11.996514	11.782186	16.805138	15.9595585	14.951253	16.071499	16.567749
sp|Q9NZA1|CLIC5_HUMAN	11.397461	11.256395	11.689444	11.930964	12.1732025	11.824242	10.940661	11.914107	11.5358	11.961569	11.05535	11.679139	10.901909	11.927311	11.197792	11.648125	9.917897	NaN	6.4175234	NaN	NaN
sp|Q9NZJ4|SACS_HUMAN	9.61445	11.290487	11.393367	11.682758	11.455903	10.735029	11.92937	11.635366	10.136885	11.1327095	11.469346	11.302357	11.881601	11.629346	11.15411	11.212087	12.319628	12.833422	12.381437	12.671035	NaN
sp|Q9NZJ6|COQ3_HUMAN	12.126053	12.83731	11.852609	11.735084	11.544161	12.354105	12.962213	13.454103	12.304613	12.225334	12.515522	12.079901	12.589302	12.934528	12.867409	12.6029825	13.467153	14.249805	14.397962	14.275832	11.350016
sp|Q9NZJ7|MTCH1_HUMAN	11.28215	11.679873	11.448744	11.555805	8.758302	8.0292225	11.574282	10.869055	10.769785	10.370359	10.77225	9.651553	10.5618	11.501821	9.381186	9.457253	NaN	NaN	NaN	NaN	NaN
sp|Q9NZN3|EHD3_HUMAN	13.367324	14.206813	13.516968	14.157734	13.3670435	14.824426	13.501297	14.031316	14.143305	13.199001	13.533211	13.664323	13.330432	13.2963705	13.537787	13.522507	NaN	10.488718	9.08276	9.760262	14.062471
sp|Q9NZN4|EHD2_HUMAN	13.218874	13.120648	13.441079	13.770062	13.741677	13.536296	13.338348	12.926555	13.305084	13.083313	13.354216	14.279819	13.527453	13.125985	13.579578	13.662255	12.512589	11.736006	12.413742	13.059598	13.74715
sp|Q9NZT1|CALL5_HUMAN	7.862016	9.168825	9.292333	8.953639	9.807383	9.907902	9.669961	8.558463	8.862434	9.004734	9.271458	14.903414	9.832443	8.964387	9.478922	10.786364	6.4562426	7.9588737	10.910122	9.420317	14.921473
sp|Q9P032|NDUF4_HUMAN	10.616537	10.028545	11.281795	9.567119	9.817902	8.611095	13.464832	10.614479	9.966603	10.976528	10.889589	9.592371	11.193356	11.4493265	8.794078	8.69491	NaN	NaN	8.99243	NaN	11.022987
sp|Q9P0J0|NDUAD_HUMAN	15.912963	16.354254	15.924759	16.208128	15.211236	16.300129	13.628609	15.407046	16.253574	15.975157	15.449742	15.070992	15.808623	16.096622	15.63673	16.153543	15.530757	16.154821	15.563438	14.242742	14.210599
sp|Q9P0J1|PDP1_HUMAN	10.054954	9.008395	9.556409	8.47988	8.29281	8.272655	10.197823	9.618001	8.7547245	9.87812	9.789991	8.756643	9.558382	9.768981	9.64475	8.539535	NaN	9.642735	11.234918	8.496537	7.82628
sp|Q9P0L0|VAPA_HUMAN	13.420639	12.756179	13.283328	12.336701	12.890251	11.938183	13.575241	12.910383	12.487094	12.997313	13.049723	12.9295845	12.727603	13.27455	12.020846	10.556252	10.142162	10.177394	8.670322	8.68479	11.949309
sp|Q9P2D1|CHD7_HUMAN	10.889445	11.131437	10.991686	11.500201	11.025775	11.700694	11.654195	10.80686	10.63554	11.128689	10.986976	11.043141	10.676297	11.292611	11.409921	10.980684	8.752528	12.748195	12.640454	11.700407	NaN
sp|Q9P2E9|RRBP1_HUMAN	7.3874846	7.762985	5.945514	7.2876353	8.8022	8.782955	7.326988	7.373621	7.089923	6.93549	7.10172	8.125996	6.8928294	7.6875086	6.6518564	8.235992	NaN	NaN	NaN	NaN	NaN
sp|Q9P2R7|SUCB1_HUMAN	15.917157	15.406975	15.445659	15.518751	15.33725	15.619489	16.103792	15.775451	15.851207	16.17573	15.747926	15.733066	15.963033	15.859409	15.664499	15.586371	16.748163	16.828693	16.46179	16.761513	17.166039
sp|Q9P2T1|GMPR2_HUMAN	10.597012	9.764317	9.60003	10.370033	11.947819	8.033524	8.47565	11.449919	7.690687	9.893976	11.109991	6.763134	11.676677	9.673257	11.204236	9.646305	NaN	NaN	NaN	NaN	NaN
sp|Q9UBQ0|VPS29_HUMAN	9.946645	9.337154	9.803187	9.277594	9.970779	9.256402	9.636867	10.451934	9.892339	10.227955	10.512867	10.319918	10.208159	10.088834	9.393186	8.763737	NaN	3.1100464	11.18017	9.627869	8.803913
sp|Q9UBQ7|GRHPR_HUMAN	14.906988	14.9721155	14.856516	14.883672	14.623948	15.114626	15.220781	15.106769	14.631305	15.238493	14.725299	14.724233	14.868403	14.821415	14.569886	14.674864	3.0041556	7.528203	8.429248	5.5357246	13.547973
sp|Q9UBR2|CATZ_HUMAN	9.325057	11.188968	10.234201	11.034904	11.062128	12.168722	9.911043	11.324023	12.256805	11.270531	10.892861	11.692595	9.952073	10.588925	12.257516	12.471613	9.131519	10.083043	8.902277	9.58661	9.593001
sp|Q9UBX5|FBLN5_HUMAN	13.08988	11.499702	12.617142	11.3140955	13.215974	12.731031	10.662208	12.794358	10.192391	12.413546	12.0459585	11.513164	9.278019	10.337606	12.121793	9.100367	15.277301	14.491485	15.145212	15.454849	14.054983
sp|Q9UBY9|HSPB7_HUMAN	16.96972	17.018318	17.484966	16.998653	17.606892	17.94606	17.352343	17.059391	17.165886	17.19852	16.577719	17.156275	16.690777	16.805307	17.715818	16.788805	17.777687	18.47287	18.149942	17.345516	17.811901
sp|Q9UDR5|AASS_HUMAN	9.236031	9.37292	10.905943	9.96611	9.526872	8.902881	11.117458	9.017569	10.374972	9.763756	12.053966	9.479367	12.231081	10.8893	9.442181	8.838195	5.8143034	8.6476345	3.4002051	7.975216	12.912388
sp|Q9UDW1|QCR9_HUMAN	12.097372	12.921667	12.829297	10.541607	10.501472	12.227957	13.163498	13.401485	11.683032	12.734819	13.419858	12.097914	13.845825	13.795587	10.623552	12.633264	13.948607	13.62286	12.936015	15.713987	NaN
sp|Q9UDY2|ZO2_HUMAN	15.133714	13.619723	15.7330265	13.447777	16.446558	15.949571	16.97381	15.988128	14.14023	16.083405	16.275736	16.112288	16.998383	16.659733	14.281616	14.336962	12.363295	11.985558	12.489213	12.915278	17.364521
sp|Q9UDY4|DNJB4_HUMAN	11.3027115	11.465925	11.246099	11.547831	11.758607	11.925998	11.529702	11.103393	10.915536	11.540245	11.043601	10.84574	10.532439	11.374796	11.371856	11.339517	NaN	9.343409	NaN	NaN	9.869543
sp|Q9UFN0|NPS3A_HUMAN	14.791878	14.8691225	11.545295	15.524656	11.864386	14.234287	12.291173	12.754134	15.285734	12.971491	12.829314	13.107084	12.394924	12.950646	14.654727	15.885681	3.3687654	7.911629	7.1985607	12.431743	16.028234
sp|Q9UHD8|SEPT9_HUMAN	11.059611	12.882673	11.439284	12.941265	11.498329	12.84118	11.840867	12.06219	12.053655	12.525169	12.440648	12.520644	11.959693	12.685782	11.99839	12.549732	NaN	NaN	8.185192	7.0738125	11.479427
sp|Q9UHD9|UBQL2_HUMAN	9.061707	9.408075	10.231198	8.720891	11.569815	10.153769	10.024616	10.615844	9.684241	10.000191	9.771087	10.702938	9.81592	9.784602	9.843216	10.146024	NaN	6.112442	7.5702024	8.76061	15.795472
sp|Q9UHG3|PCYOX_HUMAN	12.867652	11.268159	12.838992	11.229138	10.882064	10.782305	12.903768	12.211556	11.988519	12.404823	12.728601	11.422384	12.781745	12.286449	10.713667	10.563649	11.86566	12.535999	12.157558	11.254774	12.221706
sp|Q9UHP9|SMPX_HUMAN	14.731275	15.205818	15.373029	15.657395	16.110823	16.630852	15.748374	15.692584	14.573448	15.688658	14.925567	15.644238	15.377564	15.652927	16.178415	15.598594	15.275562	17.014217	16.70846	16.020845	16.381481
sp|Q9UHQ9|NB5R1_HUMAN	13.943518	13.757187	14.280298	13.693184	12.210814	11.805578	14.326765	13.482015	12.488987	13.622219	13.494322	12.021427	12.450098	14.088409	12.132643	13.880248	14.072165	14.200893	12.195429	12.580861	14.655368
sp|Q9UHV9|PFD2_HUMAN	10.547552	10.915019	10.576919	10.825103	11.537056	11.677588	10.428575	11.097802	10.836701	10.528797	10.225271	11.244891	10.750857	10.376878	11.13141	12.293523	8.581466	NaN	NaN	NaN	10.371748
sp|Q9UI09|NDUAC_HUMAN	14.400581	14.228441	14.738303	14.241067	15.638746	15.80217	14.395767	15.287723	15.054036	15.588856	15.583785	15.817138	15.8523	15.318506	14.651305	14.8476925	8.298439	6.5137334	9.7497225	8.528574	6.3935523
sp|Q9UI46|DNAI1_HUMAN	12.689004	12.835231	12.881602	11.953045	11.710545	11.838248	13.475176	12.419278	13.425762	12.874081	12.980015	12.561975	12.822512	13.283836	12.0060835	11.616102	9.788557	9.851838	9.496055	7.699332	14.492012
sp|Q9UI47|CTNA3_HUMAN	13.558852	12.764628	13.570075	12.865729	11.625841	10.617053	13.713404	12.772251	12.595241	13.393126	13.080981	11.436294	13.1617775	13.513905	11.702675	11.854799	14.555622	13.503147	13.471004	14.330513	13.062591
sp|Q9UIF8|BAZ2B_HUMAN	11.950611	12.303344	11.556588	11.600063	10.241305	11.254378	10.596176	10.955822	11.582076	10.923031	10.836436	10.608836	10.894126	11.778915	11.264134	12.02442	-0.5751736	4.1747203	4.6861553	5.390356	NaN
sp|Q9UII2|ATIF1_HUMAN	15.604854	16.59501	14.999123	17.15416	16.092472	18.033844	15.777411	16.245888	16.644344	15.711821	14.899703	16.300785	14.752478	15.214933	17.462467	17.719713	16.874077	17.69381	17.533554	17.362164	16.696243
sp|Q9UIJ7|KAD3_HUMAN	13.9934635	14.328426	13.824739	14.512486	15.143196	15.80374	14.658364	15.27886	14.364247	14.590635	14.219572	15.011836	14.918615	14.466251	15.274256	15.134047	14.9709635	15.558748	15.239907	15.898574	16.40431
sp|Q9UJ70|NAGK_HUMAN	6.8911614	7.4986095	0.9996647	2.5913975	7.296475	7.1823177	8.02317	8.339078	5.673181	8.169331	8.654179	7.9156065	8.436404	8.304274	NaN	7.009274	NaN	NaN	NaN	NaN	NaN
sp|Q9UJU6|DBNL_HUMAN	9.319526	10.718037	9.128728	10.240923	9.775724	7.1907554	6.7639346	8.109913	9.443855	8.957045	7.7090454	8.837379	6.9306207	7.3549337	8.991294	9.905423	NaN	NaN	NaN	NaN	3.837104
sp|Q9UJY1|HSPB8_HUMAN	13.103935	13.0896015	12.80222	13.434724	13.576427	14.474245	13.099969	12.978714	13.000875	13.246998	12.389792	13.163487	12.539509	12.416379	13.245645	13.71137	13.383215	14.629637	14.284724	14.033338	9.938603
sp|Q9UJZ1|STML2_HUMAN	12.707115	12.502095	13.023649	12.589701	12.738644	13.561241	14.500842	13.455819	13.328055	13.055304	13.059908	13.326099	13.588533	12.977952	13.709716	13.145489	13.796534	14.078363	13.901629	14.384284	13.824932
sp|Q9UKG1|DP13A_HUMAN	5.458594	5.819151	NaN	NaN	7.6190715	NaN	NaN	7.405095	4.599645	6.3698907	6.497353	5.607929	6.5808744	6.723589	NaN	6.186225	NaN	7.71068	NaN	NaN	NaN
sp|Q9UKS6|PACN3_HUMAN	13.45983	13.306042	13.656067	14.449678	13.050779	13.365862	13.963904	12.750821	13.484885	13.283466	13.192374	13.042685	12.973316	13.224824	13.040438	13.248401	13.791188	12.93703	12.808023	13.201759	22.514877
sp|Q9UKU0|ACSL6_HUMAN	7.4435987	NaN	8.01728	7.000807	8.929545	8.900952	7.0878396	9.858027	5.0407	9.171112	9.317206	9.196696	9.090198	8.9066	8.273076	7.931229	NaN	NaN	NaN	NaN	NaN
sp|Q9UKU7|ACAD8_HUMAN	11.681849	11.774482	11.606882	11.780752	11.018946	12.332019	11.21936	10.921332	11.464083	11.5997925	10.872937	10.559907	10.408433	11.605276	10.994424	11.8830185	14.082735	15.379331	15.525475	14.779991	6.948369
sp|Q9UKV3|ACINU_HUMAN	NaN	NaN	NaN	NaN	7.6564817	4.9662275	NaN	NaN	6.9515142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9UL25|RAB21_HUMAN	11.077997	11.151548	10.702592	10.682329	10.468786	12.023062	11.155378	11.04036	10.962854	11.131603	10.731086	11.028493	11.045789	11.123321	10.869424	11.627865	NaN	10.782991	NaN	5.2833414	NaN
sp|Q9UL46|PSME2_HUMAN	11.742931	11.030295	12.087885	11.7094755	11.383457	12.007783	11.761196	11.990673	12.066652	12.0980625	12.598193	11.626319	12.692485	12.1182785	11.034695	10.3949375	9.537101	12.624073	13.185003	12.391504	9.393212
sp|Q9ULA0|DNPEP_HUMAN	7.248184	8.116805	7.692064	8.405642	7.857734	8.921122	7.3524814	7.35293	5.6957927	7.3072543	8.3793335	7.709279	8.348805	7.9710484	7.336628	8.951991	8.370523	10.046743	10.767628	12.080688	17.4313
sp|Q9ULE0|WWC3_HUMAN	15.144265	15.4365015	14.956818	15.898101	14.9056225	15.679651	14.869511	15.102029	15.61758	15.058903	14.623581	15.189788	15.041135	15.09273	15.370285	15.667717	11.25309	12.610189	9.091497	10.606432	11.899949
