Protein	20161003_004_10188	20161003_006_686	20161003_007_534	20161003_009_10201	20161003_010_10132	20161003_012_10130	20161003_013_217	20161003_015_442	20161003_016_10206	20161003_019_10217	20161003_020_407	20161003_022_10204	20161003_023_397	20161003_025_523	20161003_026_10198	20161003_028_562	20170428_02_heartbiopsy_1	20170428_03_heartbiopsy_2	20170428_05_heartbiopsy_4	20170428_06_heartbiopsy_5	20170428_11_heartbiopsy_3
sp|Q96CN7|ISOC1_HUMAN	14.237443	13.892234	13.97479	13.941145	13.714601	12.9974785	13.851085	12.922118	13.783031	13.603685	13.726295	13.602615	13.942199	13.044308	13.47761	14.357051	13.509865	13.153848	13.738136	12.7085495	15.737363
sp|Q96CV9|OPTN_HUMAN	6.0477786	7.6197834	7.2887244	9.908171	7.4332404	4.5091405	5.940431	7.332409	7.152615	6.3793707	5.6924086	6.416171	5.9012923	6.1255674	5.46679	7.655711	NaN	NaN	NaN	NaN	NaN
sp|Q96CW1|AP2M1_HUMAN	8.843384	9.837504	9.527832	9.713893	9.2696495	6.5724196	9.7778845	8.25511	9.87784	9.161579	9.645433	8.901597	9.214568	9.160886	7.999633	7.417557	NaN	NaN	NaN	NaN	NaN
sp|Q96CX2|KCD12_HUMAN	7.8104377	8.912522	9.733148	8.676796	11.137958	8.065465	9.358699	9.05528	7.931802	7.365409	8.990391	8.471614	8.393797	8.283813	7.773061	9.011399	NaN	NaN	NaN	NaN	NaN
sp|Q96DB5|RMD1_HUMAN	10.760864	11.542015	11.435961	10.854834	11.467782	11.563767	11.437141	11.252967	12.166232	11.842709	10.906184	11.583067	11.402602	9.9746475	10.951626	12.199968	12.382929	13.064369	11.305671	13.135058	13.540482
sp|Q96DC8|ECHD3_HUMAN	12.433235	11.722513	11.22615	11.781318	12.396884	13.550587	12.792613	12.295124	11.91082	12.384867	11.50939	12.764932	12.652058	12.153703	12.295756	13.013508	6.9212008	10.499667	9.51727	9.651051	12.391775
sp|Q96DG6|CMBL_HUMAN	12.735139	13.339898	13.278755	13.259521	12.9821	12.155725	12.977963	12.169788	12.212299	12.3721485	12.219201	12.2440605	11.80123	12.56778	12.635833	12.508934	13.398406	13.954518	14.143961	12.442833	15.544257
sp|Q96E11|RRFM_HUMAN	9.685108	8.964048	8.768996	9.019418	9.716118	10.625299	9.631152	9.895386	9.401395	10.021036	8.864715	9.87923	9.198857	8.904638	9.999685	9.34154	9.879712	7.6352506	6.7094955	3.0554128	NaN
sp|Q96EY1|DNJA3_HUMAN	10.386125	10.88024	10.6733465	11.112282	10.924436	11.850784	11.322307	10.284997	11.313932	11.247957	10.637674	11.382653	11.2715435	10.827337	11.696284	11.3925	NaN	NaN	NaN	9.55794	NaN
sp|Q96FJ2|DYL2_HUMAN	12.600317	11.877304	12.016015	12.257847	11.8688135	12.487509	11.142351	12.22045	12.504821	12.201551	11.692663	12.3608	11.540047	11.973086	11.981885	12.234236	11.501809	13.353588	13.687979	12.78403	12.565726
sp|Q96FW1|OTUB1_HUMAN	10.928913	9.84399	11.891905	9.266035	11.28968	7.1165447	11.121259	10.802456	9.206311	11.427797	11.373999	11.195947	11.5921545	11.539124	9.851813	7.2091	8.251948	10.46946	7.0430145	NaN	4.101588
sp|Q96GK7|FAH2A_HUMAN	11.583664	12.363785	11.570928	12.330096	12.031983	13.015683	11.947216	11.783482	12.3404875	11.653532	11.945109	12.214441	11.723868	11.700881	11.964514	12.737634	NaN	5.9010186	10.702929	10.350048	12.688909
sp|Q96HC4|PDLI5_HUMAN	17.61023	17.515532	17.83599	17.663492	17.51291	18.077135	17.741625	17.690063	18.180592	17.834126	17.07869	17.584003	17.767902	17.694149	18.176226	17.609829	16.257206	16.869719	16.618156	16.43637	16.732664
sp|Q96HY7|DHTK1_HUMAN	9.403925	10.443342	9.702721	10.327625	5.6385317	9.137298	5.34552	3.715786	8.839754	8.98834	NaN	2.93527	NaN	6.146428	NaN	9.592091	NaN	NaN	NaN	NaN	NaN
sp|Q96I23|PREY_HUMAN	12.580992	10.91627	12.054076	11.668284	10.472596	10.440635	11.1201	12.775656	11.502246	12.53907	11.590248	11.4092655	11.869865	11.921693	13.095721	8.314431	10.059471	6.848524	12.097398	8.426009	14.921688
sp|Q96I99|SUCB2_HUMAN	15.920741	15.973212	15.513271	16.326128	16.339987	16.697006	16.120611	16.320103	16.227419	16.319002	15.838147	16.472084	15.794549	16.070526	16.537132	16.615221	15.702542	15.183039	14.576343	15.259904	14.890349
sp|Q96IX5|USMG5_HUMAN	14.692961	13.960107	14.55422	13.990939	13.838049	14.308848	15.037613	14.47012	13.97012	14.552412	14.501976	13.762472	14.693895	15.3622	13.542669	12.521689	15.531474	15.216296	14.324703	15.165469	15.562493
sp|Q96KP4|CNDP2_HUMAN	10.222796	9.94177	10.0933695	10.280558	10.39557	9.969851	10.85331	10.487713	9.370674	10.214094	10.819602	10.7054	10.891061	10.843653	10.143751	11.411857	10.044981	10.9515	12.329797	12.115358	11.19401
sp|Q96NW7|LRRC7_HUMAN	12.389527	13.165899	12.426944	12.774245	11.543376	13.002173	13.131013	12.689004	13.4604645	12.832247	13.464173	12.931701	13.732277	12.969888	10.085842	13.257931	NaN	6.27256	NaN	6.0735083	11.95951
sp|Q96PE7|MCEE_HUMAN	12.783053	12.076529	12.329585	13.286582	11.242604	12.377006	11.435304	11.131414	12.702934	13.160074	11.7691555	11.798741	13.562973	13.228598	13.824445	12.13762	11.255613	14.078936	12.426955	13.577224	14.128795
sp|Q96PU8|QKI_HUMAN	7.9393916	8.903497	8.455559	9.061772	9.518728	9.421458	8.089264	9.089839	8.752034	8.590834	8.1410055	8.42102	7.488577	7.902423	7.656292	10.160595	NaN	NaN	NaN	NaN	NaN
sp|Q96Q06|PLIN4_HUMAN	14.040445	14.302564	13.639013	14.126403	14.479205	15.056038	14.086777	14.321525	14.128847	14.32144	13.955338	15.122514	14.313892	14.435377	14.579615	14.754979	17.29905	19.673393	19.048866	18.259876	10.258912
sp|Q96Q15|SMG1_HUMAN	10.885864	10.540388	10.158634	12.253857	11.4489155	11.576842	10.873497	9.676088	10.96733	11.482599	8.191008	10.2154665	9.723626	8.2867985	9.600857	12.045929	15.12079	13.124275	14.513165	14.768547	17.408005
sp|Q96QK1|VPS35_HUMAN	10.770451	10.742813	10.970771	10.340911	9.293815	7.3219714	10.99995	9.657061	10.572709	10.684103	10.679102	9.871331	10.366976	10.889734	9.118689	8.140879	11.414387	10.005878	8.335803	1.984648	NaN
sp|Q96QR8|PURB_HUMAN	5.3197355	6.587407	6.2591624	-0.70159566	7.6884923	8.539889	8.010086	7.5688753	NaN	7.593205	7.893012	7.999016	7.171674	7.1892204	6.756587	7.68723	NaN	NaN	NaN	NaN	NaN
sp|Q96RP9|EFGM_HUMAN	9.475825	10.3192215	9.978734	6.243636	8.849323	9.326919	10.667252	9.926718	8.895088	10.076595	10.166591	10.125208	10.116612	9.9276705	9.589382	10.116252	NaN	NaN	3.091846	NaN	5.6213017
sp|Q96RQ3|MCCA_HUMAN	13.693199	14.02089	13.72631	14.337214	13.450476	14.51148	13.770664	13.500561	14.490522	13.726799	13.270372	13.410162	12.852449	13.380454	13.968597	14.406003	13.741161	13.306141	13.263815	14.345297	13.60797
sp|Q96T58|MINT_HUMAN	12.764048	12.2795725	13.505175	13.002777	13.708861	14.885096	14.46202	14.611061	12.633841	13.74041	14.171384	14.600726	14.570059	14.1544	13.630171	12.569804	13.0861845	13.800116	13.288161	13.805162	7.703104
sp|Q99436|PSB7_HUMAN	10.266526	10.270365	10.353004	9.858338	10.559865	11.10337	10.819068	12.085603	10.01141	10.593342	11.862778	10.645547	11.413625	11.779674	10.501236	11.007977	10.144506	8.3732395	7.659152	10.577298	NaN
sp|Q99460|PSMD1_HUMAN	10.737159	9.422967	10.799044	9.276945	8.691086	6.113428	10.790055	9.662939	9.529931	10.66404	10.554049	8.398978	9.52712	10.508229	8.183457	6.3940845	NaN	NaN	6.670524	7.4713583	NaN
sp|Q99489|OXDD_HUMAN	9.009773	7.385387	9.029825	8.821744	9.687913	9.013062	10.941459	9.668101	8.943648	9.861214	9.856578	9.832297	10.397468	9.683285	9.363708	10.25187	NaN	8.5059395	11.19725	6.2968254	NaN
sp|Q99497|PARK7_HUMAN	14.862595	15.270504	15.370331	15.226375	15.942843	15.674595	15.190715	15.672332	14.972391	15.048033	15.094935	15.551438	15.479678	15.106298	15.565517	15.943813	16.855047	17.456154	17.3089	17.499235	17.584469
sp|Q99536|VAT1_HUMAN	10.266298	12.067893	9.781208	12.611299	11.203058	10.2533455	8.6251545	9.696738	11.150505	9.588142	9.434299	10.735193	9.5097885	9.347024	11.007919	11.514982	11.22844	10.695715	10.073284	12.240279	9.430474
sp|Q99584|S10AD_HUMAN	13.399051	12.058052	13.667469	12.29771	14.639478	13.891695	12.6764	13.955979	12.396953	13.542528	13.443936	14.115308	13.672477	12.60094	12.92229	13.234226	11.4634905	12.755164	13.978715	13.827061	14.664084
sp|Q99623|PHB2_HUMAN	15.279985	15.717779	15.306259	15.816481	15.96271	16.454117	16.021246	15.755971	15.528335	15.5422	15.349641	15.951486	15.696914	15.398642	16.223211	16.641981	15.276146	15.570558	15.90474	15.784629	17.30843
sp|Q99653|CHP1_HUMAN	10.099139	9.263352	10.311071	8.602629	10.773424	10.199601	10.960031	10.058753	8.055788	8.852005	10.215807	10.2115965	9.667241	10.096053	9.560094	9.11199	NaN	9.877475	8.617142	NaN	NaN
sp|Q99714|HCD2_HUMAN	14.231546	13.851218	14.39775	14.211763	13.328545	13.510034	14.376425	14.003763	13.904177	14.671347	13.914404	13.516883	14.129962	13.994369	14.289333	13.967277	15.717225	15.538086	15.665502	16.465887	16.304085
sp|Q99715|COCA1_HUMAN	10.57816	7.4366784	7.8099422	NaN	10.016148	NaN	9.301171	11.186528	7.4977355	7.5890565	11.649577	8.138411	5.860146	NaN	10.061586	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q99729|ROAA_HUMAN	10.622232	9.557112	11.01966	9.518181	10.898018	11.191812	10.910269	10.772968	10.148553	10.915085	10.922026	10.414101	10.846283	10.18666	10.153939	10.06824	0.005734801	10.093601	10.43585	4.284913	NaN
sp|Q99733|NP1L4_HUMAN	11.714023	11.195948	11.652533	11.582263	12.231781	12.059518	11.671448	11.655796	11.652764	11.875917	11.646554	11.513316	11.473984	11.250026	11.675363	11.926375	10.127728	11.56998	7.1048417	NaN	9.999662
sp|Q99747|SNAG_HUMAN	9.076235	9.194532	9.383054	8.112932	9.633835	9.541485	9.391971	8.811389	9.037245	8.521559	9.016854	9.034954	9.189896	9.179392	8.9921	8.838566	NaN	NaN	NaN	NaN	NaN
sp|Q99757|THIOM_HUMAN	12.554486	11.449496	12.045962	10.439469	11.596953	11.969846	12.706708	13.521027	11.079641	12.384312	12.942678	11.735133	12.982617	12.499689	12.718566	9.558229	10.797827	12.361098	13.466882	12.301535	11.113874
sp|Q99766|ATP5S_HUMAN	10.194503	9.714728	10.037446	9.497248	9.601656	8.98345	11.157307	9.970415	9.258923	9.946428	10.114014	9.934253	9.820913	10.346663	9.994424	8.796824	6.008301	NaN	6.5970607	NaN	NaN
sp|Q99798|ACON_HUMAN	18.927896	19.29607	18.772165	18.950335	18.68035	19.582962	19.388681	18.721943	18.856552	19.11446	18.497675	18.819134	18.889507	18.840586	18.695513	19.063534	19.524416	19.836311	19.779202	19.911589	19.269398
sp|Q99807|COQ7_HUMAN	12.574275	11.21338	13.216764	11.424965	10.744457	10.834913	12.821387	12.061806	10.713735	12.582916	12.79716	11.227095	13.503982	12.853005	11.844587	10.47411	11.569297	NaN	12.419719	11.809315	11.771946
sp|Q99832|TCPH_HUMAN	11.752688	11.476742	11.870148	12.121517	11.820147	12.048569	11.500966	11.667176	11.912706	11.898727	11.858029	11.716436	11.82869	11.974681	15.968481	12.365112	9.806643	10.415397	13.03789	13.02638	14.903771
sp|Q99959|PKP2_HUMAN	16.156845	16.189966	16.490498	16.15451	15.513805	15.474512	15.9757595	15.605599	16.301281	16.00979	15.530904	14.84003	15.285939	15.747517	14.947239	15.155894	16.427473	15.8619175	15.572968	15.805987	17.239483
sp|Q99972|MYOC_HUMAN	NaN	NaN	NaN	NaN	8.998164	-4.8099713	NaN	-0.3143514	NaN	NaN	-5.550374	7.4025545	NaN	NaN	-4.7203407	-4.5693483	NaN	NaN	NaN	NaN	NaN
sp|Q9BPW8|NIPS1_HUMAN	11.842202	12.042339	11.778484	12.308746	12.328374	12.332469	12.40312	12.207544	12.451127	12.969902	12.252327	12.534694	11.30761	11.919594	12.829361	12.430369	10.298046	12.763921	13.320824	11.332724	12.588739
sp|Q9BPX5|ARP5L_HUMAN	10.931906	9.92447	10.617394	10.547879	11.000634	10.388083	9.908538	10.762755	9.549683	10.7923565	10.500101	10.866748	10.19189	10.177211	10.632365	10.975858	NaN	10.463618	10.587763	11.711029	12.106955
sp|Q9BQ69|MACD1_HUMAN	12.6438875	12.850729	12.95698	12.653861	12.121474	12.412617	13.4289055	12.720352	12.489492	12.950079	13.071261	12.026807	12.846613	12.748413	11.97285	12.0484495	8.387331	11.183109	12.064432	9.515617	9.56549
sp|Q9BR39|JPH2_HUMAN	12.379584	12.647549	12.951472	12.8388605	10.771373	11.332859	12.746796	10.87026	11.5151205	11.833687	10.769115	10.955148	10.982047	11.533658	10.195963	11.460146	10.034354	4.5113153	7.727358	7.754876	NaN
sp|Q9BRA2|TXD17_HUMAN	11.572772	11.35953	11.479941	11.307239	11.929521	11.585107	11.162831	11.969171	11.173912	11.743439	11.801637	12.096378	12.12192	11.673874	12.091559	11.730602	11.363028	10.589391	14.206519	11.497818	10.374043
sp|Q9BRT2|UQCC2_HUMAN	10.059801	7.8203893	9.767887	7.91177	10.223624	10.114626	10.298007	10.526265	9.05942	10.524618	10.35686	10.183223	10.651884	10.232114	9.582769	8.640781	8.553343	NaN	3.2443585	NaN	12.676637
sp|Q9BRX8|F213A_HUMAN	9.9048815	8.305223	10.4018345	6.0066137	2.3369348	5.4593334	10.590635	8.763728	8.452471	8.880709	9.82744	7.783043	9.352126	9.849657	4.8343163	1.7541375	NaN	NaN	NaN	NaN	NaN
sp|Q9BS92|NPS3B_HUMAN	13.320625	12.924194	12.629865	13.883412	12.610644	13.406507	13.014146	13.452581	13.968393	13.680494	13.687745	13.813343	13.635846	13.690112	13.196894	13.08371	10.969622	9.956783	12.65165	11.188542	10.91851
sp|Q9BSH4|TACO1_HUMAN	11.174948	11.509189	11.3641205	11.226714	11.560201	12.608448	12.22626	11.889548	10.883617	12.147837	11.56321	11.571863	11.937677	11.787632	10.355074	10.975497	9.580878	10.0660715	9.540052	10.344904	13.180339
sp|Q9BT78|CSN4_HUMAN	10.746704	10.833751	10.765064	10.742545	11.031566	11.182912	9.99462	10.60456	10.715355	10.943674	10.404074	10.460608	10.864192	10.333898	10.485232	11.213574	11.789582	9.971415	11.559739	12.797019	14.080713
sp|Q9BTZ2|DHRS4_HUMAN	9.429684	11.173686	10.841907	11.133561	11.419092	12.167933	10.835638	11.315943	11.290705	10.404774	10.900735	10.898921	10.034867	10.512521	11.640796	12.069277	14.344877	13.508083	13.145436	12.956793	13.159955
sp|Q9BU61|NDUF3_HUMAN	10.057688	10.153203	10.02324	9.944415	9.733387	10.567226	11.498875	9.6230955	10.507125	10.848757	9.344536	9.741517	10.098261	9.8273115	9.419277	11.243793	8.778535	-0.7713568	8.637093	7.2768335	12.464515
sp|Q9BUF5|TBB6_HUMAN	12.920506	11.728281	12.256446	12.455721	12.88152	9.022443	12.745139	12.206474	11.657546	12.287323	12.946564	12.398918	12.299958	12.969246	12.507446	10.866844	13.278215	13.033669	12.9355545	10.734242	7.146982
sp|Q9BUR5|MIC26_HUMAN	13.449663	13.741111	13.594982	13.100722	13.568531	13.637972	14.678749	14.062708	13.455402	13.890764	13.766452	13.729694	14.100304	14.217589	13.543672	13.207949	14.865981	14.649775	13.77015	14.761069	15.328763
sp|Q9BV73|CP250_HUMAN	11.150877	13.031617	10.84709	13.320037	11.993732	14.163503	11.680304	11.623856	12.889281	11.904371	11.820959	12.001911	11.505579	11.353948	13.7526655	14.543393	11.987266	11.817192	11.783541	10.579889	12.907444
sp|Q9BV79|MECR_HUMAN	11.195517	11.506823	9.873065	11.562785	9.805885	11.187594	11.015973	11.005218	11.303115	10.596956	9.530141	10.57526	9.98991	10.613678	9.408319	11.659662	8.051312	11.423948	10.374834	11.016744	13.151257
sp|Q9BVC6|TM109_HUMAN	13.202635	12.822725	12.732668	12.207249	9.053266	6.0714116	12.029159	10.650561	11.779493	11.0418	11.101521	9.552886	10.31804	12.14735	9.867256	8.782469	NaN	NaN	NaN	6.7314634	13.686633
sp|Q9BVV7|TIM21_HUMAN	10.661092	10.613907	10.8612385	9.547375	7.965985	8.20105	11.985921	10.717739	9.064466	9.900579	10.292393	8.623635	10.682889	11.055429	9.036234	8.180969	12.1205845	9.476472	9.0616255	10.934881	4.2475963
sp|Q9BW72|HIG2A_HUMAN	9.968224	10.130334	10.044559	9.854261	10.108249	9.799185	9.264677	11.281193	9.90102	9.907167	10.28294	10.299216	9.826511	10.263889	9.32367	7.949508	NaN	NaN	NaN	6.891967	9.386711
sp|Q9BWH2|FUND2_HUMAN	11.908689	11.484622	11.508373	11.533605	10.23094	9.916149	12.495537	11.521735	12.045247	11.862293	11.469214	9.59886	12.253829	12.303542	9.699478	9.937308	NaN	NaN	NaN	NaN	10.732882
sp|Q9BX66|SRBS1_HUMAN	15.303406	15.670452	15.519078	15.320397	15.77165	16.025898	15.378927	15.148244	15.649223	15.014198	15.011687	15.309414	15.021909	15.317648	15.431852	15.542732	10.558284	11.537903	12.331689	11.204712	12.649558
sp|Q9BX68|HINT2_HUMAN	14.244513	14.497466	14.282767	14.311518	14.969441	15.344003	14.76982	14.521484	14.856528	14.476097	14.232115	14.812685	14.582766	14.112446	14.799652	14.805388	14.265312	14.781379	15.15015	14.568367	15.147356
sp|Q9BXK5|B2L13_HUMAN	12.918053	12.837987	13.196799	12.431462	12.192228	11.780881	13.133727	13.852324	12.468533	12.90436	13.019852	11.939622	13.065912	12.649188	11.914976	12.079543	13.311299	14.408191	13.42026	14.780384	13.1402855
sp|Q9BXN1|ASPN_HUMAN	13.133955	11.20133	11.179831	10.601904	14.507233	13.246898	10.8563595	13.024434	9.6439295	12.311218	12.308368	13.447479	11.00363	11.927014	13.035287	10.170567	12.710472	14.204041	13.958759	14.376217	13.506621
sp|Q9BXW7|CECR5_HUMAN	11.497448	10.649085	11.625489	10.888421	11.258261	10.860973	12.916278	11.775198	11.265385	12.313375	11.788907	11.648973	11.947597	12.370611	9.745165	10.945597	12.023023	11.414255	11.259757	13.244628	13.915694
sp|Q9BXX0|EMIL2_HUMAN	8.551625	9.002054	7.144769	10.247174	11.283683	9.0407095	11.008789	7.166759	9.9784775	8.0242405	9.4212265	9.178254	7.8081236	7.06347	7.304323	9.02954	NaN	NaN	NaN	NaN	9.77969
sp|Q9BY12|SCAPE_HUMAN	15.06611	14.952799	14.895296	16.143232	13.962675	15.980737	13.713769	13.417347	16.459126	16.133577	13.192587	13.6790905	13.682307	13.707968	13.7682905	15.596383	14.246361	14.796614	13.300089	13.943202	12.468727
sp|Q9BYZ2|LDH6B_HUMAN	11.052285	NaN	10.439372	NaN	NaN	NaN	8.049624	9.2350025	8.17162	11.393059	11.604891	NaN	11.740012	10.569745	6.6551256	NaN	13.503358	14.826368	14.686441	13.132144	NaN
sp|Q9BZL4|PP12C_HUMAN	11.857888	11.862953	11.970785	11.801157	12.211043	12.222323	12.129351	11.639063	11.788446	12.225637	11.512726	11.56254	10.893618	11.834745	11.957528	11.276825	NaN	NaN	NaN	4.029146	NaN
sp|Q9BZQ8|NIBAN_HUMAN	12.403216	12.92004	10.838831	13.0510645	11.756509	10.1481085	11.654076	11.177553	12.260296	12.059486	11.253053	11.123875	11.441545	12.378635	11.484167	11.476643	10.104319	6.626088	6.176375	9.456149	NaN
sp|Q9GZM7|TINAL_HUMAN	12.654858	13.282057	12.690929	13.199376	12.39613	12.494082	12.775881	12.44747	12.313511	12.309429	12.44885	11.878316	12.671514	12.744875	12.519664	12.572811	12.71396	13.453938	13.047659	12.156856	NaN
sp|Q9GZT3|SLIRP_HUMAN	13.053723	12.547664	13.218251	12.55992	12.408124	13.624633	13.194123	13.451427	12.779122	12.912355	12.932477	13.238148	13.243131	12.910141	13.121211	12.153195	13.609311	12.092866	11.637868	9.528814	13.367274
sp|Q9GZV1|ANKR2_HUMAN	13.279605	14.517868	15.405297	13.810318	12.860061	11.534488	13.660627	8.270158	13.935818	13.315279	12.395045	13.611425	12.959211	13.306343	13.999096	12.41521	1.1706314	12.350624	12.044333	NaN	NaN
sp|Q9GZY8|MFF_HUMAN	11.226174	11.250375	11.467535	11.192271	9.732845	8.97738	11.069354	10.755949	10.968827	11.012205	10.388477	9.203987	9.732454	10.988525	9.85299	8.868896	NaN	NaN	NaN	NaN	8.707144
sp|Q9H061|T126A_HUMAN	9.466247	8.971124	9.961822	9.749872	7.7181144	9.012946	10.040003	7.9939137	9.258042	8.341326	8.696758	7.208625	9.087304	10.107191	9.163433	10.194881	NaN	NaN	NaN	NaN	NaN
sp|Q9H0E2|TOLIP_HUMAN	7.915732	8.806943	7.489756	8.011133	8.744268	8.577738	7.6262197	8.545514	7.62813	8.360582	8.228981	8.946222	8.045506	8.368276	9.177381	9.414598	9.566616	10.728863	10.261541	8.266456	6.018757
sp|Q9H0N5|PHS2_HUMAN	9.904561	10.468536	10.374823	9.570447	11.18656	11.88666	10.739836	12.217975	8.477189	10.475573	10.704467	11.236929	11.029618	10.767744	10.491329	9.850849	3.4466233	3.659526	NaN	4.0545588	10.916378
sp|Q9H0R4|HDHD2_HUMAN	10.582618	10.5448675	10.810532	10.212399	11.053666	9.666892	10.757842	11.041615	9.738157	10.774954	10.959448	10.544595	10.805012	10.819473	10.9466715	10.550172	12.882947	11.161498	12.273955	12.840562	13.103206
sp|Q9H0U4|RAB1B_HUMAN	11.439261	10.529353	11.146297	9.978796	9.275725	11.164506	11.031177	10.522776	10.971079	10.757502	11.09427	10.106869	10.65737	10.80521	8.642895	9.392004	NaN	NaN	NaN	NaN	NaN
sp|Q9H1E3|NUCKS_HUMAN	10.493887	9.111651	6.080584	8.1733265	11.129519	9.91499	6.822255	10.330647	8.231843	5.823073	9.910893	10.783534	9.159496	8.9813385	9.502042	11.0853405	NaN	NaN	NaN	NaN	NaN
sp|Q9H1K1|ISCU_HUMAN	11.286771	11.696855	10.767432	11.040254	11.664374	12.51739	12.189113	12.03716	10.925536	11.263649	11.232367	11.171963	11.314329	11.666484	11.685574	11.728007	7.423481	8.188363	9.638336	10.973922	9.6715145
sp|Q9H223|EHD4_HUMAN	13.630034	14.238254	13.100771	14.400236	12.744946	12.73862	13.140271	12.896929	14.037333	13.338472	12.901287	12.388443	13.317413	13.076512	12.91751	13.630075	14.514033	13.815087	13.965398	14.074648	11.170712
sp|Q9H254|SPTN4_HUMAN	10.852325	14.563048	6.310303	11.699992	10.103647	13.254233	8.190585	8.588311	11.145256	7.838754	8.676405	10.547634	8.338107	7.427225	11.963499	13.103216	NaN	NaN	NaN	NaN	NaN
sp|Q9H299|SH3L3_HUMAN	10.493317	12.026913	11.353429	10.707881	12.957283	12.028989	10.556548	11.070923	12.247253	10.527784	11.436333	12.349834	11.423709	10.143438	12.095716	12.967908	10.197285	11.583669	11.575472	11.0977955	14.222228
sp|Q9H2U2|IPYR2_HUMAN	13.096067	13.537569	12.86855	12.879271	12.863717	13.370837	13.280565	13.019009	13.476762	12.946529	12.64126	13.135443	13.13311	13.082868	12.873138	13.873579	12.179463	14.0803	13.256823	13.824467	14.3307905
sp|Q9H2W6|RM46_HUMAN	9.430651	10.225849	8.909483	9.872034	8.644964	10.192024	8.6437025	10.483109	9.277007	9.463524	9.650255	9.144871	9.696138	9.968678	10.504708	10.470731	11.90388	NaN	7.4141417	8.898566	NaN
sp|Q9H3G5|CPVL_HUMAN	14.399698	13.804069	14.521859	13.906677	14.439977	14.830135	15.320833	14.889799	14.331114	14.319529	13.976384	14.231315	14.51437	14.6335535	13.995121	14.238325	NaN	NaN	NaN	NaN	NaN
sp|Q9H479|FN3K_HUMAN	11.439377	11.825064	11.898864	11.8022175	11.338421	10.26298	11.998735	11.472931	11.92855	11.808563	11.826536	11.061685	11.692228	11.873358	11.050841	11.071852	12.6329775	15.691474	16.225502	13.566305	14.022907
sp|Q9H4B7|TBB1_HUMAN	NaN	NaN	7.755865	-1.6756783	5.0297313	6.699279	5.113083	NaN	9.806611	NaN	10.379451	3.7665079	8.970889	2.9296904	-1.2054238	NaN	NaN	NaN	7.0374026	8.788014	9.466879
sp|Q9H4M9|EHD1_HUMAN	12.583833	12.978323	11.940754	13.039998	13.069457	13.272633	11.954825	12.470107	13.004814	12.668144	12.3354435	13.749565	12.755962	12.283401	13.077056	13.894652	11.792862	11.892512	12.27476	11.56774	12.836096
sp|Q9H7C9|AAMDC_HUMAN	12.260628	12.451035	13.402445	12.0525675	13.076829	11.744922	13.226539	13.293319	11.77777	12.677233	12.437202	12.974101	13.200329	13.158496	11.928726	12.445124	12.761401	12.40107	12.358951	12.872518	18.434563
sp|Q9H7Z7|PGES2_HUMAN	14.166072	14.689257	14.018907	15.014227	14.197376	15.104551	14.216914	14.504031	14.879032	14.609545	13.8706045	14.398765	13.966609	13.8400345	15.090434	15.269998	14.951069	15.167695	14.563026	14.877373	12.399686
sp|Q9H845|ACAD9_HUMAN	9.87044	9.7825	9.744877	10.496928	9.766145	10.692844	10.097115	9.672949	11.168386	10.541512	9.555447	10.0219145	10.036536	9.65505	9.8470745	9.630314	8.15986	10.31942	7.2875943	8.792615	15.467806
sp|Q9H853|TBA4B_HUMAN	11.9339285	11.04836	13.23171	10.32743	13.175365	10.642772	13.68703	12.218325	10.383089	12.795765	13.21813	12.037868	12.957056	12.875335	10.116837	9.824414	11.312122	14.119646	14.492143	14.243087	7.77553
sp|Q9H8L6|MMRN2_HUMAN	10.821245	10.108502	11.103762	4.9403872	10.990561	10.077856	11.726461	10.73591	11.70458	10.187155	9.968698	10.5568	9.387558	10.308541	9.21965	8.113534	11.240249	7.246105	8.570492	11.294562	NaN
sp|Q9H8M1|CQ10B_HUMAN	6.596205	5.874799	5.25946	NaN	NaN	NaN	5.114352	6.4438925	2.8781886	7.129284	7.822851	5.6589355	5.9878306	7.257827	4.768152	NaN	NaN	NaN	NaN	NaN	NaN
sp|Q9H987|SYP2L_HUMAN	15.0601635	15.371953	14.93916	15.980604	15.235528	15.553891	15.115815	14.427049	14.720904	15.423685	14.263598	14.979797	14.296402	14.724111	15.686499	15.427676	15.66159	16.459814	16.733345	15.870579	19.898745
sp|Q9H9B4|SFXN1_HUMAN	12.038938	12.460875	11.92814	12.361993	10.382471	9.119585	12.290127	11.712893	11.369939	11.907269	11.486162	10.348726	11.241828	12.124729	10.356034	11.20136	11.002741	10.600806	9.793943	10.13838	10.604065
sp|Q9H9P8|L2HDH_HUMAN	11.430522	11.489224	11.434584	11.170678	10.629145	10.618585	12.132577	11.615251	11.545231	12.204363	11.450653	11.35524	11.594279	11.688776	10.680486	9.95997	12.21734	11.328	10.9119005	6.006791	NaN
sp|Q9HAT2|SIAE_HUMAN	9.539099	10.327765	10.039544	10.675947	10.879534	11.7788	8.608882	11.272246	12.080826	11.693064	9.729403	10.969924	10.622937	8.942402	11.248669	12.1723175	13.558787	14.04369	13.658623	15.15113	14.729031
sp|Q9HAV7|GRPE1_HUMAN	11.740636	12.47243	10.626663	12.52736	11.699205	13.945436	11.241173	11.717544	12.889343	12.178831	10.343555	12.327656	11.034323	11.180397	13.130613	13.543624	10.538787	11.068702	9.659356	11.6590605	14.662917
